Code,P-V,CIC_CRIME_DESCRIPTION,CPE_CONTACT_DATE_YYMD,Month
CC2000796 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-01,2
CC2000797 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-02-01,2
CC2000798 -3100,B-!,MOB ACTION                         ,2020-02-01,2
CC2000798 -410,B-B,BATTERY-AGGRAVATED                 ,2020-02-01,2
CC2000800 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-25,1
CC2000801 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-02-01,2
CC2000801 -3200,B-!,ARMED VIOLENCE                     ,2020-02-01,2
CC2000805 -8362,W-!,FIGHTING                           ,2020-02-02,2
CC2000806 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-02-02,2
CC2000808 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-02-02,2
CC2000808 -410,!-B,BATTERY-AGGRAVATED                 ,2020-02-02,2
CC2000810 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-02,2
CC2000812 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-02,2
CC2000813 -1110,W-W,DECEPTIVE PRACTICES                ,2020-01-13,1
CC2000823 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-01,2
CC2000826 -1110,B-!,DECEPTIVE PRACTICES                ,2020-02-02,2
CC2000826 -625,!-B,BURGLARY RESIDENTIAL               ,2020-02-02,2
CC2000827 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-02,2
CC2000828 -460,W-W,BATTERY                            ,2020-02-02,2
CC2000829 -310,!-B,ROBBERY-ARMED                      ,2020-02-02,2
CC2000832 -910,!-H,THEFT-MOTOR VEHICLE                ,2020-01-31,1
CC2000833 -110,B-B,MURDER-FIRST DEGREE                ,2020-02-03,2
CC2000833 -1415,B-B,AGG DISCHARGE OF FIREARM           ,2020-02-03,2
CC2000833 -9435,B-B,DEATH INVESTIGATION                ,2020-02-03,2
CC2000834 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-02,2
CC2000834 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-02-02,2
CC2000835 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-03,2
CC2000835 -760,B-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-03,2
CC2000836 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-01,2
CC2000836 -760,!-A,BURGLARY FROM MOTOR VEHICLE        ,2020-02-01,2
CC2000837 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-02,2
CC2000846 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-03,2
CC2000850 -860,B-!,THEFT-RETAIL                       ,2020-02-03,2
CC2000851 -1415,!-H,AGG DISCHARGE OF FIREARM           ,2020-02-03,2
CC2000853 -815,B-!,THEFT OVER $500                    ,2020-02-03,2
CC2000856 -860,B-!,THEFT-RETAIL                       ,2020-02-03,2
CC2000858 -8362,B-B,FIGHTING                           ,2020-02-03,2
CC2000860 -610,B-W,BURGLARY                           ,2020-02-03,2
CC2000860 -8368,B-W,THEFT GENERALLY                    ,2020-02-03,2
CC2000862 -625,!-H,BURGLARY RESIDENTIAL               ,2020-02-03,2
CC2000863 -760,B-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-04,2
CC2000866 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-03,2
CC2000867 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-04,2
CC2000868 -1562,H-H,SEXUAL ABUSE-AGGRAVATED            ,2020-02-02,2
CC2000869 -760,!-H,BURGLARY FROM MOTOR VEHICLE        ,2020-02-03,2
CC2000871 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-04,2
CC2000871 -1415,!-W,AGG DISCHARGE OF FIREARM           ,2020-02-04,2
CC2000873 -1120,!-W,FORGERY                            ,2020-01-31,1
CC2000879 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-30,1
CC2000883 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-04,2
CC2000883 -625,!-B,BURGLARY RESIDENTIAL               ,2020-02-04,2
CC2000886 -805,!-B,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-29,1
CC2000891 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-04,2
CC2000892 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-02-04,2
CC2000893 -1150,B-W,FRAUD-CREDIT CARD                  ,2020-02-04,2
CC2000893 -760,B-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-04,2
CC2000898 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-02-04,2
CC2000898 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-04,2
CC2000899 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-02-05,2
CC2000899 -410,B-B,BATTERY-AGGRAVATED                 ,2020-02-05,2
CC2000901 -815,!-W,THEFT OVER $500                    ,2020-02-04,2
CC2000902 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-05,2
CC2000904 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-05,2
CC2000912 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-05,2
CC2000912 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-05,2
CC2000913 -1110,!-H,DECEPTIVE PRACTICES                ,2020-02-04,2
CC2000915 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-02-05,2
CC2000918 -510,B-A,ASSAULT-AGGRAVATED                 ,2020-02-05,2
CC2000920 -1360,!-W,TRESPASS-VEHICLE                   ,2020-02-05,2
CC2000921 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-05,2
CC2000922 -625,!-A,BURGLARY RESIDENTIAL               ,2020-02-05,2
CC2000924 -560,B-B,ASSAULT                            ,2020-02-06,2
CC2000925 -486,B-W,BATTERY-DOMESTIC                   ,2020-02-06,2
CC2000931 -410,!-B,BATTERY-AGGRAVATED                 ,2020-02-06,2
CC2000932 -1581,W-W,NON-CONSENSUAL DISS SEX IMAGES     ,2020-01-23,1
CC2000932 -2825,W-W,HARASSMENT BY TELEPHONE            ,2020-01-23,1
CC2000933 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-01-27,1
CC2000935 -610,B-W,BURGLARY                           ,2020-02-06,2
CC2000937 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-06,2
CC2000937 -2825,W-W,HARASSMENT BY TELEPHONE            ,2020-02-06,2
CC2000937 -625,W-W,BURGLARY RESIDENTIAL               ,2020-02-06,2
CC2000940 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-06,2
CC2000942 -1137,!-B,THEFT-IDENTITY                     ,2020-02-06,2
CC2000943 -1120,H-W,FORGERY                            ,2020-02-03,2
CC2000945 -625,B-W,BURGLARY RESIDENTIAL               ,2020-02-06,2
CC2000946 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-06,2
CC2000948 -610,B-H,BURGLARY                           ,2020-02-06,2
CC2000948 -815,B-H,THEFT OVER $500                    ,2020-02-06,2
CC2000949 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-06,2
CC2000950 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-06,2
CC2000951 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-02-06,2
CC2000951 -510,!-B,ASSAULT-AGGRAVATED                 ,2020-02-06,2
CC2000952 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-06,2
CC2000953 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-02-07,2
CC2000955 -815,!-B,THEFT OVER $500                    ,2020-02-06,2
CC2000959 -488,H-B,BATTERY-AGG DOMESTIC               ,2020-02-07,2
CC2000960 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-02-07,2
CC2000964 -815,B-W,THEFT OVER $500                    ,2020-02-05,2
CC2000969 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-06,2
CC2000974 -1310,B-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-07,2
CC2000985 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-08,2
CC2000991 -310,!-B,ROBBERY-ARMED                      ,2020-02-08,2
CC2000992 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-07,2
CC2000995 -760,B-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-25,1
CC2000997 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-08,2
CC2000997 -4230,B-B,UNLAWFUL RESTRAINT                 ,2020-02-08,2
CC2000997 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-08,2
CC2000998 -310,!-A,ROBBERY-ARMED                      ,2020-02-09,2
CC2000999 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-02-02,2
CC2001002 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-09,2
CC2001002 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-09,2
CC2001003 -410,!-B,BATTERY-AGGRAVATED                 ,2020-02-07,2
CC2001004 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-09,2
CC2001005 -3970,W-W,EXTORTION                          ,2020-02-08,2
CC2001005 -815,W-W,THEFT OVER $500                    ,2020-02-08,2
CC2001012 -860,B-!,THEFT-RETAIL                       ,2020-02-09,2
CC2001020 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-02-09,2
CC2001022 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-10,2
CC2001022 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-10,2
CC2001024 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-02-09,2
CC2001025 -1110,!-A,DECEPTIVE PRACTICES                ,2020-02-05,2
CC2001028 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-08,2
CC2001029 -310,!-H,ROBBERY-ARMED                      ,2020-02-10,2
CC2001030 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-10,2
CC2001031 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-09,2
CC2001032 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-02-10,2
CC2001032 -1710,B-B,ENDANG LIFE/HEALTH OF CHILD        ,2020-02-10,2
CC2001032 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-10,2
CC2001032 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-02-10,2
CC2001035 -1110,B-!,DECEPTIVE PRACTICES                ,2020-01-01,1
CC2001038 -1110,B-W,DECEPTIVE PRACTICES                ,2020-01-21,1
CC2001038 -1120,B-W,FORGERY                            ,2020-01-21,1
CC2001039 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-10,2
CC2001043 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-10,2
CC2001044 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-09,2
CC2001045 -860,B-!,THEFT-RETAIL                       ,2020-02-09,2
CC2001047 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-05,2
CC2001047 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-05,2
CC2001048 -310,B-W,ROBBERY-ARMED                      ,2020-02-10,2
CC2001050 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-10,2
CC2001051 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-11,2
CC2001059 -1120,H-!,FORGERY                            ,2020-02-07,2
CC2001060 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-10,2
CC2001064 -805,B-H,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-24,1
CC2001065 -1150,W-!,FRAUD-CREDIT CARD                  ,2020-01-27,1
CC2001068 -486,A-W,BATTERY-DOMESTIC                   ,2020-02-11,2
CC2001070 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-10,2
CC2001072 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-02-11,2
CC2001076 -625,!-A,BURGLARY RESIDENTIAL               ,2020-02-10,2
CC2001077 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-11,2
CC2001077 -650,B-B,HOME INVASION                      ,2020-02-11,2
CC2001080 -1562,W-W,SEXUAL ABUSE-AGGRAVATED            ,2020-02-11,2
CC2001081 -610,B-W,BURGLARY                           ,2020-02-11,2
CC2001082 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-11,2
CC2001083 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-11,2
CC2001084 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-02-12,2
CC2001085 -2825,B-B,HARASSMENT BY TELEPHONE            ,2020-02-12,2
CC2001086 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-11,2
CC2001089 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-11,2
CC2001090 -1310,B-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-11,2
CC2001090 -610,B-!,BURGLARY                           ,2020-02-11,2
CC2001091 -1310,B-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-11,2
CC2001091 -610,B-!,BURGLARY                           ,2020-02-11,2
CC2001093 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-12,2
CC2001096 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-12,2
CC2001098 -4505,B-!,SEX OFFENDER-FAIL TO REGISTER      ,2020-02-12,2
CC2001098 -4515,B-!,SEX OFFENDER-FAIL CHANGE ADD/EMPLOY,2020-02-12,2
CC2001098 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-12,2
CC2001099 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-12,2
CC2001099 -460,B-B,BATTERY                            ,2020-02-12,2
CC2001109 -1350,B-!,TRESPASS-STATE SUPPORTED LAND      ,2020-02-12,2
CC2001121 -310,B-W,ROBBERY-ARMED                      ,2020-02-13,2
CC2001122 -460,W-W,BATTERY                            ,2020-02-13,2
CC2001124 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-02-11,2
CC2001131 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-13,2
CC2001138 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-02-07,2
CC2001140 -1137,!-W,THEFT-IDENTITY                     ,2020-01-26,1
CC2001140 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-01-26,1
CC2001146 -1120,B-!,FORGERY                            ,2020-02-14,2
CC2001147 -860,B-!,THEFT-RETAIL                       ,2020-02-03,2
CC2001148 -1120,B-!,FORGERY                            ,2020-02-14,2
CC2001151 -1110,W-!,DECEPTIVE PRACTICES                ,2020-02-12,2
CC2001152 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-02-14,2
CC2001153 -560,B-B,ASSAULT                            ,2020-02-14,2
CC2001154 -1415,!-W,AGG DISCHARGE OF FIREARM           ,2020-02-14,2
CC2001155 -8356,W-!,ASSAULT -CITY                      ,2020-02-14,2
CC2001155 -8357,!-W,BATTERY -CITY                      ,2020-02-14,2
CC2001158 -460,B-B,BATTERY                            ,2020-02-14,2
CC2001161 -260,W-W,SEXUAL-ASSAULT-CRIMINAL            ,2020-02-15,2
CC2001163 -486,H-W,BATTERY-DOMESTIC                   ,2020-02-15,2
CC2001166 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-14,2
CC2001172 -1310,B-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-15,2
CC2001175 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-14,2
CC2001178 -1150,B-W,FRAUD-CREDIT CARD                  ,2020-02-15,2
CC2001178 -610,B-W,BURGLARY                           ,2020-02-15,2
CC2001179 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-15,2
CC2001179 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-15,2
CC2001180 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-02-15,2
CC2001183 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-02-15,2
CC2001187 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-15,2
CC2001187 -1415,B-B,AGG DISCHARGE OF FIREARM           ,2020-02-15,2
CC2001187 -310,B-B,ROBBERY-ARMED                      ,2020-02-15,2
CC2001187 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-02-15,2
CC2001191 -760,B-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-16,2
CC2001196 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-15,2
CC2001197 -486,W-B,BATTERY-DOMESTIC                   ,2020-02-16,2
CC2001197 -488,B-W,BATTERY-AGG DOMESTIC               ,2020-02-16,2
CC2001198 -488,B-B,BATTERY-AGG DOMESTIC               ,2020-02-16,2
CC2001201 -910,!-H,THEFT-MOTOR VEHICLE                ,2020-02-15,2
CC2001202 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-16,2
CC2001202 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-16,2
CC2001203 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-14,2
CC2001205 -8368,H-!,THEFT GENERALLY                    ,2020-02-16,2
CC2001207 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-16,2
CC2001208 -260,B-W,SEXUAL-ASSAULT-CRIMINAL            ,2020-01-25,1
CC2001209 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-15,2
CC2001211 -1710,A-A,ENDANG LIFE/HEALTH OF CHILD        ,2020-02-16,2
CC2001216 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-16,2
CC2001219 -805,B-B,THEFT OF LOST/MISLAID PROPERTY     ,2020-02-16,2
CC2001221 -860,B-!,THEFT-RETAIL                       ,2020-02-17,2
CC2001224 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-17,2
CC2001231 -1750,!-H,CHILD ABUSE                        ,2020-02-17,2
CC2001236 -330,!-W,ROBBERY-AGGRAVATED                 ,2020-02-17,2
CC2001238 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-17,2
CC2001241 -1310,B-H,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-17,2
CC2001241 -760,B-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-17,2
CC2001243 -8357,B-W,BATTERY -CITY                      ,2020-02-18,2
CC2001244 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-18,2
CC2001245 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-18,2
CC2001247 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-18,2
CC2001248 -910,B-H,THEFT-MOTOR VEHICLE                ,2020-02-18,2
CC2001250 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-02-17,2
CC2001251 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-18,2
CC2001252 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-15,1
CC2001254 -625,B-!,BURGLARY RESIDENTIAL               ,2020-02-18,2
CC2001255 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-15,2
CC2001265 -610,B-B,BURGLARY                           ,2020-02-17,2
CC2001265 -760,B-B,BURGLARY FROM MOTOR VEHICLE        ,2020-02-17,2
CC2001267 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-17,2
CC2001268 -860,B-!,THEFT-RETAIL                       ,2020-02-18,2
CC2001269 -1120,!-B,FORGERY                            ,2020-02-17,2
CC2001270 -1150,!-B,FRAUD-CREDIT CARD                  ,2020-02-13,2
CC2001270 -805,!-B,THEFT OF LOST/MISLAID PROPERTY     ,2020-02-13,2
CC2001271 -1137,!-W,THEFT-IDENTITY                     ,2020-02-18,2
CC2001275 -710,!-W,THEFT FROM MOTOR VEHICLE           ,2020-02-18,2
CC2001276 -610,B-!,BURGLARY                           ,2020-02-18,2
CC2001277 -860,B-!,THEFT-RETAIL                       ,2020-02-18,2
CC2001284 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-13,2
CC2001285 -9995,B-!,SEX OFFENDER-ADDRESS VERIFICATION  ,2020-02-19,2
CC2001288 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-02-18,2
CC2001297 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-18,2
CC2001298 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-01,1
CC2001301 -1120,B-!,FORGERY                            ,2020-02-19,2
CC2001302 -815,!-B,THEFT OVER $500                    ,2020-02-12,2
CC2001305 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-19,2
CC2001307 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-19,2
CC2001308 -760,W-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-19,2
CC2001310 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-11,2
CC2001311 -1110,!-B,DECEPTIVE PRACTICES                ,2020-02-19,2
CC2001312 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-02-19,2
CC2001319 -860,A-!,THEFT-RETAIL                       ,2020-02-19,2
CC2001329 -1477,!-B,RECKLESS DISCHARGE OF A FIREARM    ,2020-02-20,2
CC2001339 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-21,2
CC2001344 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-21,2
CC2001345 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-21,2
CC2001350 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-02-21,2
CC2001354 -410,B-W,BATTERY-AGGRAVATED                 ,2020-02-21,2
CC2001354 -860,B-!,THEFT-RETAIL                       ,2020-02-21,2
CC2001358 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-21,2
CC2001358 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-21,2
CC2001359 -460,W-W,BATTERY                            ,2020-02-21,2
CC2001369 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-02-22,2
CC2001370 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-22,2
CC2001370 -815,W-!,THEFT OVER $500                    ,2020-02-22,2
CC2001376 -860,B-!,THEFT-RETAIL                       ,2020-02-22,2
CC2001384 -2825,W-W,HARASSMENT BY TELEPHONE            ,2020-02-22,2
CC2001388 -1330,H-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-02-23,2
CC2001388 -460,H-W,BATTERY                            ,2020-02-23,2
CC2001390 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-23,2
CC2001391 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-23,2
CC2001393 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-23,2
CC2001394 -486,A-W,BATTERY-DOMESTIC                   ,2020-02-22,2
CC2001395 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-02-16,2
CC2001395 -486,W-B,BATTERY-DOMESTIC                   ,2020-02-16,2
CC2001396 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-21,2
CC2001398 -1750,B-B,CHILD ABUSE                        ,2020-02-23,2
CC2001400 -1310,!-A,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-09,2
CC2001403 -625,!-B,BURGLARY RESIDENTIAL               ,2020-02-23,2
CC2001405 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-23,2
CC2001405 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-02-23,2
CC2001407 -460,B-B,BATTERY                            ,2020-02-24,2
CC2001408 -1563,B-B,SEXUAL ABUSE-CRIMINAL              ,2020-02-23,2
CC2001413 -1110,!-B,DECEPTIVE PRACTICES                ,2020-02-24,2
CC2001419 -320,!-W,ROBBERY                            ,2020-02-23,2
CC2001419 -410,!-W,BATTERY-AGGRAVATED                 ,2020-02-23,2
CC2001420 -760,W-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-24,2
CC2001421 -760,W-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-24,2
CC2001425 -486,W-B,BATTERY-DOMESTIC                   ,2020-02-23,2
CC2001429 -815,W-!,THEFT OVER $500                    ,2020-02-24,2
CC2001434 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-24,2
CC2001436 -860,W-!,THEFT-RETAIL                       ,2020-02-24,2
CC2001437 -1150,B-A,FRAUD-CREDIT CARD                  ,2020-02-08,2
CC2001438 -610,B-!,BURGLARY                           ,2020-02-24,2
CC2001439 -460,W-!,BATTERY                            ,2020-02-24,2
CC2001440 -486,W-B,BATTERY-DOMESTIC                   ,2020-02-25,2
CC2001442 -1365,H-W,TRESPASS-RESIDENCE                 ,2020-02-25,2
