Code,P-V,CIC_CRIME_DESCRIPTION,CPE_CONTACT_DATE_YYMD,Month
SS2000101 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
SS2000106 -610,!-W,BURGLARY                           ,2020-01-10,1
SS2000113 -2825,W-W,HARASSMENT BY TELEPHONE            ,2020-01-01,1
SS2000113 -2826,W-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-01-01,1
SS2000119 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-01-12,1
SS2000130 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-13,1
SS2000137 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-14,1
SS2000139 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-10,1
SS2000141 -1110,B-W,DECEPTIVE PRACTICES                ,2020-01-05,1
SS2000143 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-14,1
SS2000146 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-15,1
SS2000147 -9435,!-W,DEATH INVESTIGATION                ,2020-01-13,1
SS2000150 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-15,1
SS2000152 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-15,1
SS2000155 -410,W-W,BATTERY-AGGRAVATED                 ,2020-01-16,1
SS2000155 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-01-16,1
SS2000155 -910,W-W,THEFT-MOTOR VEHICLE                ,2020-01-16,1
SS2000159 -815,!-B,THEFT OVER $500                    ,2020-01-16,1
SS2000160 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-16,1
SS2000181 -1120,W-W,FORGERY                            ,2020-01-09,1
SS2000186 -1410,W-W,UNLAWFUL USE OF WEAPONS            ,2020-01-19,1
SS2000186 -510,W-W,ASSAULT-AGGRAVATED                 ,2020-01-19,1
SS2000186 -815,W-W,THEFT OVER $500                    ,2020-01-19,1
SS2000196 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-20,1
SS2000202 -2826,W-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-01-21,1
SS2000207 -486,B-B,BATTERY-DOMESTIC                   ,2020-01-22,1
SS2000211 -9119,!-W,OTHER INVESTIGATION QUASI-CRIMINAL ,2020-01-21,1
SS2000215 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-22,1
SS2000219 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-22,1
SS2000221 -625,!-A,BURGLARY RESIDENTIAL               ,2020-01-22,1
SS2000222 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-22,1
SS2000223 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-22,1
SS2000224 -1110,W-I,DECEPTIVE PRACTICES                ,2020-01-02,1
SS2000228 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-23,1
SS2000229 -3961,B-!,INTIMIDATION-AGGRAVATED            ,2020-01-21,1
SS2000230 -1137,!-W,THEFT-IDENTITY                     ,2020-01-13,1
SS2000232 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-23,1
SS2000234 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-24,1
SS2000234 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-24,1
SS2000234 -560,W-W,ASSAULT                            ,2020-01-24,1
SS2000239 -860,W-!,THEFT-RETAIL                       ,2020-01-24,1
SS2000240 -2446,H-W,LEAVING SCENE INJURY ACCIDENT      ,2020-01-24,1
SS2000241 -4320,W-!,TERRORISM - MAKE THREATS           ,2020-01-24,1
SS2000242 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-24,1
SS2000243 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-01-24,1
SS2000244 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-01-12,1
SS2000255 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-26,1
SS2000259 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-01-25,1
SS2000268 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-25,1
SS2000269 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-27,1
SS2000272 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-27,1
SS2000273 -1330,W-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-01-27,1
SS2000275 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-27,1
SS2000279 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-27,1
SS2000281 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-28,1
SS2000287 -610,W-!,BURGLARY                           ,2020-01-06,1
SS2000288 -9119,!-W,OTHER INVESTIGATION QUASI-CRIMINAL ,2020-01-28,1
SS2000289 -261,W-W,SEXUAL ASSAULT-AGG CRIMINAL        ,2020-01-19,1
SS2000293 -860,B-!,THEFT-RETAIL                       ,2020-01-29,1
SS2000295 -260,!-W,SEXUAL-ASSAULT-CRIMINAL            ,2020-01-28,1
SS2000296 -4250,W-!,CHILD ABDUCTION                    ,2020-01-30,1
SS2000299 -1110,!-B,DECEPTIVE PRACTICES                ,2020-01-20,1
SS2000301 -410,B-B,BATTERY-AGGRAVATED                 ,2020-01-30,1
SS2000305 -486,W-W,BATTERY-DOMESTIC                   ,2020-01-30,1
SS2000309 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-01-30,1
SS2000313 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-17,1
SS2000314 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-30,1
SS2000317 -460,W-W,BATTERY                            ,2020-01-31,1
SS2000320 -5000,B-!,OTHER CRIMINAL OFFENSES            ,2020-02-01,2
SS2000321 -1137,!-B,THEFT-IDENTITY                     ,2020-01-03,1
SS2000323 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-01,2
SS2000323 -1365,W-W,TRESPASS-RESIDENCE                 ,2020-02-01,2
SS2000326 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-02,2
SS2000329 -486,W-!,BATTERY-DOMESTIC                   ,2020-02-02,2
SS2000331 -1310,!-H,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-03,2
SS2000332 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-03,2
SS2000333 -625,B-B,BURGLARY RESIDENTIAL               ,2020-01-19,1
SS2000334 -815,W-W,THEFT OVER $500                    ,2020-01-26,1
SS2000339 -2826,H-H,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-01-31,1
SS2000340 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-03,2
SS2000343 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-04,2
SS2000344 -815,W-!,THEFT OVER $500                    ,2020-02-01,2
SS2000355 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-04,2
SS2000364 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-24,1
SS2000365 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-05,2
SS2000368 -2826,W-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-02-06,2
SS2000377 -3961,B-!,INTIMIDATION-AGGRAVATED            ,2020-02-02,2
SS2000381 -625,!-W,BURGLARY RESIDENTIAL               ,2020-01-10,1
SS2000383 -1137,!-W,THEFT-IDENTITY                     ,2020-02-07,2
SS2000385 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-06,2
SS2000386 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-06,2
SS2000392 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-08,2
SS2000393 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-08,2
SS2000395 -860,B-!,THEFT-RETAIL                       ,2020-02-08,2
SS2000401 -6622,W-W,LEAVING THE SCENE OF AN ACCIDENT   ,2020-02-09,2
SS2000404 -2826,W-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-02-09,2
SS2000405 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-08,2
SS2000412 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-04,2
SS2000412 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-04,2
SS2000420 -1710,H-H,ENDANG LIFE/HEALTH OF CHILD        ,2020-02-11,2
SS2000424 -6622,W-W,LEAVING THE SCENE OF AN ACCIDENT   ,2020-02-11,2
SS2000429 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-11,2
SS2000430 -9119,W-!,OTHER INVESTIGATION QUASI-CRIMINAL ,2020-02-11,2
SS2000432 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-03,2
SS2000435 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-11,2
SS2000437 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-02-03,2
SS2000438 -610,!-W,BURGLARY                           ,2020-01-12,1
SS2000441 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-12,2
SS2000444 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-02-13,2
SS2000447 -9435,!-W,DEATH INVESTIGATION                ,2020-02-13,2
SS2000457 -9991,W-!,MURDER/VIOLENT OFFENDER REGISTRATIO,2020-02-13,2
SS2000458 -1710,H-H,ENDANG LIFE/HEALTH OF CHILD        ,2020-02-14,2
SS2000459 -760,!-B,BURGLARY FROM MOTOR VEHICLE        ,2020-02-14,2
SS2000460 -3961,B-W,INTIMIDATION-AGGRAVATED            ,2020-02-14,2
SS2000461 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-13,2
SS2000465 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-15,2
SS2000467 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-15,2
SS2000472 -1310,B-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-15,2
SS2000472 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-15,2
SS2000475 -1411,B-B,AGGR UNLAWFUL USE OF WEAPON        ,2020-02-15,2
SS2000475 -1415,B-B,AGG DISCHARGE OF FIREARM           ,2020-02-15,2
SS2000475 -410,B-B,BATTERY-AGGRAVATED                 ,2020-02-15,2
SS2000476 -1710,B-B,ENDANG LIFE/HEALTH OF CHILD        ,2020-02-15,2
SS2000477 -1310,!-B,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-14,2
SS2000479 -9119,B-B,OTHER INVESTIGATION QUASI-CRIMINAL ,2020-02-16,2
SS2000483 -486,B-W,BATTERY-DOMESTIC                   ,2020-02-17,2
SS2000485 -625,!-W,BURGLARY RESIDENTIAL               ,2020-02-17,2
SS2000486 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-13,2
SS2000489 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-17,2
SS2000496 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-18,2
SS2000499 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-16,2
SS2000500 -1410,B-!,UNLAWFUL USE OF WEAPONS            ,2020-02-18,2
SS2000500 -910,B-!,THEFT-MOTOR VEHICLE                ,2020-02-18,2
SS2000502 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-02-17,2
SS2000512 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-17,2
SS2000515 -815,!-B,THEFT OVER $500                    ,2020-02-06,2
SS2000520 -1150,!-W,FRAUD-CREDIT CARD                  ,2020-02-18,2
SS2000524 -9435,!-W,DEATH INVESTIGATION                ,2020-02-21,2
SS2000527 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-21,2
SS2000530 -3960,B-B,INTIMIDATION                       ,2020-02-21,2
SS2000532 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-22,2
SS2000534 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-21,2
SS2000537 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-22,2
SS2000538 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-22,2
SS2000539 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-18,2
SS2000544 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-22,2
SS2000549 -486,B-W,BATTERY-DOMESTIC                   ,2020-02-09,2
SS2000551 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-23,2
SS2000553 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-23,2
SS2000554 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-24,2
SS2000556 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-21,2
SS2000558 -1110,B-!,DECEPTIVE PRACTICES                ,2020-01-03,1
SS2000560 -610,W-W,BURGLARY                           ,2020-02-24,2
SS2000560 -625,W-W,BURGLARY RESIDENTIAL               ,2020-02-24,2
SS2000561 -1120,W-W,FORGERY                            ,2020-02-24,2
SS2000561 -815,W-W,THEFT OVER $500                    ,2020-02-24,2
SS2000562 -2820,W-W,TELEPHONE THREAT                   ,2020-02-24,2
SS2000564 -486,B-B,BATTERY-DOMESTIC                   ,2020-02-25,2
SS2000565 -410,W-W,BATTERY-AGGRAVATED                 ,2020-02-25,2
SS2000571 -488,H-H,BATTERY-AGG DOMESTIC               ,2020-02-26,2
SS2000578 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-26,2
SS2000579 -625,!-B,BURGLARY RESIDENTIAL               ,2020-02-22,2
SS2000581 -1120,!-W,FORGERY                            ,2020-02-27,2
SS2000581 -1137,!-W,THEFT-IDENTITY                     ,2020-02-27,2
SS2000582 -1120,B-W,FORGERY                            ,2020-02-04,2
SS2000584 -1110,!-W,DECEPTIVE PRACTICES                ,2020-02-27,2
SS2000586 -910,!-H,THEFT-MOTOR VEHICLE                ,2020-02-28,2
SS2000587 -9435,!-W,DEATH INVESTIGATION                ,2020-02-28,2
SS2000594 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-28,2
SS2000598 -486,W-W,BATTERY-DOMESTIC                   ,2020-02-29,2
SS2000603 -486,B-H,BATTERY-DOMESTIC                   ,2020-03-01,3
SS2000604 -860,B-!,THEFT-RETAIL                       ,2020-03-01,3
SS2000605 -625,B-W,BURGLARY RESIDENTIAL               ,2020-03-01,3
SS2000609 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-01,3
SS2000611 -1710,H-B,ENDANG LIFE/HEALTH OF CHILD        ,2020-03-01,3
SS2000612 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-03-01,3
SS2000613 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-02,3
SS2000616 -1110,!-B,DECEPTIVE PRACTICES                ,2020-02-26,2
SS2000618 -1120,W-!,FORGERY                            ,2020-02-28,2
SS2000622 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-01,3
SS2000626 -815,!-W,THEFT OVER $500                    ,2020-03-03,3
SS2000630 -1137,!-A,THEFT-IDENTITY                     ,2020-02-25,2
SS2000639 -486,H-W,BATTERY-DOMESTIC                   ,2020-03-05,3
SS2000640 -9435,!-W,DEATH INVESTIGATION                ,2020-03-05,3
SS2000645 -815,W-W,THEFT OVER $500                    ,2020-03-05,3
SS2000653 -486,H-H,BATTERY-DOMESTIC                   ,2020-03-06,3
SS2000654 -9435,!-W,DEATH INVESTIGATION                ,2020-03-06,3
SS2000657 -2826,W-W,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-03-04,3
SS2000665 -1110,!-B,DECEPTIVE PRACTICES                ,2020-03-06,3
SS2000667 -1110,!-W,DECEPTIVE PRACTICES                ,2020-03-07,3
SS2000674 -1310,!-H,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-07,3
SS2000675 -486,B-B,BATTERY-DOMESTIC                   ,2020-03-08,3
SS2000680 -625,W-!,BURGLARY RESIDENTIAL               ,2020-03-08,3
SS2000681 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-03-08,3
SS2000685 -910,W-!,THEFT-MOTOR VEHICLE                ,2020-03-10,3
SS2000687 -9435,!-W,DEATH INVESTIGATION                ,2020-03-10,3
SS2000690 -1582,W-W,PORNOGRAPHY-CHILD                  ,2020-02-21,2
SS2000691 -1110,!-W,DECEPTIVE PRACTICES                ,2020-01-22,1
SS2000692 -860,B-!,THEFT-RETAIL                       ,2020-02-17,2
SS2000699 -1310,W-!,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-10,3
SS2000699 -1330,W-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-03-10,3
SS2000703 -486,B-B,BATTERY-DOMESTIC                   ,2020-03-11,3
SS2000708 -486,B-B,BATTERY-DOMESTIC                   ,2020-03-10,3
SS2000711 -860,W-!,THEFT-RETAIL                       ,2020-03-11,3
SS2000715 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-12,3
SS2000716 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-12,3
SS2000717 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-13,3
SS2000718 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-11,3
SS2000719 -9435,!-W,DEATH INVESTIGATION                ,2020-03-13,3
SS2000729 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-14,3
SS2000729 -6622,W-W,LEAVING THE SCENE OF AN ACCIDENT   ,2020-03-14,3
SS2000729 -720,W-W,THEFT OF MOTOR VEH PARTS & ACCESS  ,2020-03-14,3
SS2000729 -760,W-W,BURGLARY FROM MOTOR VEHICLE        ,2020-03-14,3
SS2000731 -486,B-W,BATTERY-DOMESTIC                   ,2020-03-15,3
SS2000733 -610,!-W,BURGLARY                           ,2020-03-12,3
SS2000734 -1120,W-W,FORGERY                            ,2020-02-25,2
SS2000734 -1150,W-W,FRAUD-CREDIT CARD                  ,2020-02-25,2
SS2000735 -460,B-B,BATTERY                            ,2020-03-15,3
SS2000737 -625,!-B,BURGLARY RESIDENTIAL               ,2020-03-13,3
SS2000738 -1562,W-W,SEXUAL ABUSE-AGGRAVATED            ,2020-02-16,2
SS2000742 -486,H-H,BATTERY-DOMESTIC                   ,2020-03-16,3
SS2000744 -486,B-W,BATTERY-DOMESTIC                   ,2020-03-17,3
SS2000748 -2475,B-!,MOTOR VEH ANTI-THEFT LAWS (MISDEMEA,2020-03-17,3
SS2000752 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-17,3
SS2000756 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-17,3
SS2000757 -6622,H-W,LEAVING THE SCENE OF AN ACCIDENT   ,2020-03-18,3
SS2000758 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-03-17,3
SS2000759 -486,W-!,BATTERY-DOMESTIC                   ,2020-03-18,3
SS2000761 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-18,3
SS2000761 -488,W-W,BATTERY-AGG DOMESTIC               ,2020-03-18,3
SS2000763 -625,!-W,BURGLARY RESIDENTIAL               ,2020-03-18,3
SS2000767 -486,B-B,BATTERY-DOMESTIC                   ,2020-03-19,3
SS2000768 -1582,W-!,PORNOGRAPHY-CHILD                  ,2020-02-04,2
SS2000771 -486,B-B,BATTERY-DOMESTIC                   ,2020-03-19,3
SS2000773 -1330,B-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-03-21,3
SS2000774 -2447,!-W,LEAVING SCENE PROPERTY DAMAGE      ,2020-03-19,3
SS2000775 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-18,3
SS2000775 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-03-18,3
SS2000776 -1330,W-!,TRESPASS TO LAND/REAL PROPERTY     ,2020-03-22,3
SS2000785 -625,!-W,BURGLARY RESIDENTIAL               ,2020-03-21,3
SS2000786 -625,!-W,BURGLARY RESIDENTIAL               ,2020-03-23,3
SS2000786 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-03-23,3
SS2000787 -470,W-!,RECKLESS CONDUCT                   ,2020-03-24,3
SS2000788 -625,!-W,BURGLARY RESIDENTIAL               ,2020-03-23,3
SS2000789 -860,B-!,THEFT-RETAIL                       ,2020-03-24,3
SS2000793 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-24,3
SS2000794 -815,B-!,THEFT OVER $500                    ,2020-03-23,3
SS2000795 -815,W-!,THEFT OVER $500                    ,2020-03-07,3
SS2000797 -815,!-B,THEFT OVER $500                    ,2020-03-24,3
SS2000800 -650,W-W,HOME INVASION                      ,2020-03-25,3
SS2000802 -2826,B-B,HARASSMENT BY ELECTRONIC COMMUNICAT,2020-03-26,3
SS2000806 -815,!-W,THEFT OVER $500                    ,2020-03-26,3
SS2000808 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-27,3
SS2000810 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-28,3
SS2000811 -486,B-B,BATTERY-DOMESTIC                   ,2020-03-28,3
SS2000812 -1360,!-W,TRESPASS-VEHICLE                   ,2020-03-27,3
SS2000813 -910,!-W,THEFT-MOTOR VEHICLE                ,2020-03-28,3
SS2000814 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-02-28,2
SS2000817 -625,!-B,BURGLARY RESIDENTIAL               ,2020-03-27,3
SS2000821 -486,W-W,BATTERY-DOMESTIC                   ,2020-03-28,3
SS2000822 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-03-28,3
SS2000823 -110,W-!,MURDER-FIRST DEGREE                ,2020-03-29,3
SS2000826 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-03-29,3
SS2000828 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-03-29,3
SS2000830 -1137,H-H,THEFT-IDENTITY                     ,2020-03-25,3
SS2000831 -625,!-W,BURGLARY RESIDENTIAL               ,2020-03-29,3
SS2000837 -460,B-W,BATTERY                            ,2020-03-31,3
SS2000837 -486,B-B,BATTERY-DOMESTIC                   ,2020-03-31,3
SS2000839 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-01,4
SS2000840 -1110,!-W,DECEPTIVE PRACTICES                ,2020-03-24,3
SS2000845 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-01,4
SS2000850 -1110,W-W,DECEPTIVE PRACTICES                ,2020-04-02,4
SS2000853 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-04-02,4
SS2000857 -1340,B-!,CRIMINAL DAMAGE GOVT SUPPORT PROP  ,2020-04-03,4
SS2000857 -486,B-B,BATTERY-DOMESTIC                   ,2020-04-03,4
SS2000859 -910,!-B,THEFT-MOTOR VEHICLE                ,2020-04-03,4
SS2000864 -1340,B-!,CRIMINAL DAMAGE GOVT SUPPORT PROP  ,2020-04-04,4
SS2000864 -486,B-H,BATTERY-DOMESTIC                   ,2020-04-04,4
SS2000865 -9435,!-W,DEATH INVESTIGATION                ,2020-04-04,4
SS2000868 -486,B-B,BATTERY-DOMESTIC                   ,2020-04-03,4
SS2000869 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-04,4
SS2000870 -910,W-W,THEFT-MOTOR VEHICLE                ,2020-04-05,4
SS2000871 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-05,4
SS2000876 -486,B-B,BATTERY-DOMESTIC                   ,2020-04-05,4
SS2000877 -460,W-W,BATTERY                            ,2020-04-05,4
SS2000878 -1137,W-W,THEFT-IDENTITY                     ,2020-04-02,4
SS2000879 -1150,B-W,FRAUD-CREDIT CARD                  ,2020-04-04,4
SS2000882 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-05,4
SS2000884 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-03-27,3
SS2000885 -1563,H-W,SEXUAL ABUSE-CRIMINAL              ,2020-04-04,4
SS2000886 -486,B-B,BATTERY-DOMESTIC                   ,2020-04-05,4
SS2000888 -510,B-B,ASSAULT-AGGRAVATED                 ,2020-04-06,4
SS2000889 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-06,4
SS2000890 -1310,B-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-04-06,4
SS2000890 -650,B-W,HOME INVASION                      ,2020-04-06,4
SS2000891 -486,H-W,BATTERY-DOMESTIC                   ,2020-04-06,4
SS2000896 -760,B-B,BURGLARY FROM MOTOR VEHICLE        ,2020-04-07,4
SS2000897 -1710,W-W,ENDANG LIFE/HEALTH OF CHILD        ,2020-04-07,4
SS2000897 -486,W-B,BATTERY-DOMESTIC                   ,2020-04-07,4
SS2000898 -4230,W-W,UNLAWFUL RESTRAINT                 ,2020-04-03,4
SS2000898 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-03,4
SS2000899 -486,B-B,BATTERY-DOMESTIC                   ,2020-04-07,4
SS2000901 -910,!-H,THEFT-MOTOR VEHICLE                ,2020-04-07,4
SS2000907 -1110,W-W,DECEPTIVE PRACTICES                ,2020-04-03,4
SS2000909 -1310,W-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-04-09,4
SS2000910 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-04-09,4
SS2000911 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-09,4
SS2000913 -815,W-W,THEFT OVER $500                    ,2020-04-09,4
SS2000914 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-04-05,4
SS2000920 -1410,!-B,UNLAWFUL USE OF WEAPONS            ,2020-04-11,4
SS2000920 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-04-11,4
SS2000923 -610,!-W,BURGLARY                           ,2020-04-11,4
SS2000927 -1110,B-!,DECEPTIVE PRACTICES                ,2020-04-08,4
SS2000928 -3972,B-B,THREATEN PUBLIC OFFICIAL OR HS PROV,2020-04-13,4
SS2000929 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-13,4
SS2000933 -1110,!-W,DECEPTIVE PRACTICES                ,2020-04-08,4
SS2000934 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-04-13,4
SS2000934 -625,!-W,BURGLARY RESIDENTIAL               ,2020-04-13,4
SS2000936 -486,B-!,BATTERY-DOMESTIC                   ,2020-04-14,4
SS2000939 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-14,4
SS2000941 -1310,!-W,CRIMINAL DAMAGE TO PROPERTY        ,2020-04-14,4
SS2000942 -1120,W-!,FORGERY                            ,2020-02-13,2
SS2000942 -910,W-!,THEFT-MOTOR VEHICLE                ,2020-02-13,2
SS2000943 -710,!-W,THEFT FROM MOTOR VEHICLE           ,2020-04-13,4
SS2000944 -1110,!-W,DECEPTIVE PRACTICES                ,2020-04-14,4
SS2000945 -1110,!-H,DECEPTIVE PRACTICES                ,2020-03-13,3
SS2000947 -860,W-!,THEFT-RETAIL                       ,2020-04-15,4
SS2000948 -460,W-W,BATTERY                            ,2020-04-16,4
SS2000949 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-15,4
SS2000949 -560,W-W,ASSAULT                            ,2020-04-15,4
SS2000954 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-16,4
SS2000958 -1110,!-W,DECEPTIVE PRACTICES                ,2020-04-15,4
SS2000962 -805,!-W,THEFT OF LOST/MISLAID PROPERTY     ,2020-04-17,4
SS2000965 -486,W-W,BATTERY-DOMESTIC                   ,2020-04-18,4
SS2000971 -1415,!-B,AGG DISCHARGE OF FIREARM           ,2020-04-18,4
SS2000971 -410,!-B,BATTERY-AGGRAVATED                 ,2020-04-18,4
SS2000975 -488,B-W,BATTERY-AGG DOMESTIC               ,2020-04-19,4
SS2000976 -760,!-W,BURGLARY FROM MOTOR VEHICLE        ,2020-04-16,4
SS2000978 -486,A-B,BATTERY-DOMESTIC                   ,2020-04-19,4
SS2000979 -460,B-B,BATTERY                            ,2020-04-19,4
SS2000979 -486,B-B,BATTERY-DOMESTIC                   ,2020-04-19,4
